,entity,tag,sample
15907,ounce,B-UNIT,440
15908,bottle,B-UNIT,440
15909,champagne,B-FOOD,440
15910,very,B-PHYSICAL_QUALITY,440
15911,cold,I-PHYSICAL_QUALITY,440
15912,teaspoons,B-UNIT,440
15913,cognac,B-FOOD,440
15914,4,B-QUANTITY,440
15915,teaspoons,B-UNIT,440
15916,brandy,B-FOOD,440
15917,4,B-QUANTITY,440
15918,teaspoons,B-UNIT,440
15919,fresh,B-PHYSICAL_QUALITY,440
15920,orange,B-FOOD,440
15921,juice,I-FOOD,440
15922,orange,B-FOOD,440
15923,slices,B-UNIT,440
15924,4,B-QUANTITY,440
15925,maraschino,B-FOOD,440
15926,cherries,I-FOOD,440
15927,1,B-QUANTITY,440
15928,oz,B-UNIT,440
15929,chopped,B-PROCESS,440
15930,fresh,B-PHYSICAL_QUALITY,440
15931,cilantro,B-FOOD,440
15932,stems,B-PART,440
15933,and,I-PART,440
15934,vegetables,B-FOOD,440
15935,drained,B-PROCESS,440
15936,1,B-QUANTITY,441
15937,ounce,B-UNIT,441
15938,coffee,B-FOOD,441
15939,tequila,I-FOOD,441
15940,ounce,B-UNIT,441
15941,butterscotch,B-FOOD,441
15942,schnapps,I-FOOD,441
15943,ounce,B-UNIT,441
15944,white,B-COLOR,441
15945,Creme,B-FOOD,441
15946,de,I-FOOD,441
15947,ounce,B-UNIT,441
15948,milk,B-FOOD,441
15949,cinnamon,B-FOOD,441
15950,sugar,I-FOOD,441
15951,4,B-QUANTITY,441
15952,teaspoons,B-UNIT,441
15953,brandy,B-FOOD,441
15954,4,B-QUANTITY,441
15955,teaspoons,B-UNIT,441
15956,fresh,B-PHYSICAL_QUALITY,441
15957,orange,B-FOOD,441
15958,juice,I-FOOD,441
15959,orange,B-FOOD,441
15960,slices,B-UNIT,441
15961,4,B-QUANTITY,441
15962,maraschino,B-FOOD,441
15963,cherries,I-FOOD,441
15964,1,B-QUANTITY,441
15965,oz,B-UNIT,441
15966,chopped,B-PROCESS,441
15967,fresh,B-PHYSICAL_QUALITY,441
15968,cilantro,B-FOOD,441
15969,stems,B-PART,441
15970,and,I-PART,441
15971,vegetables,B-FOOD,441
15972,drained,B-PROCESS,441
15973,14,B-QUANTITY,442
15974,ounces,B-UNIT,442
15975,sweetened,B-TASTE,442
15976,flaked,B-FOOD,442
15977,coconut,I-FOOD,442
15978,cup,B-UNIT,442
15979,white,B-COLOR,442
15980,sugar,B-FOOD,442
15981,3,B-QUANTITY,442
15982,large,B-PHYSICAL_QUALITY,442
15983,egg,B-FOOD,442
15984,whites,B-PART,442
15985,1,B-QUANTITY,442
15986,1/4,I-QUANTITY,442
15987,vanilla,B-FOOD,442
15988,extract,I-FOOD,442
15989,teaspoons,B-UNIT,442
15990,brandy,B-FOOD,442
15991,4,B-QUANTITY,442
15992,teaspoons,B-UNIT,442
15993,fresh,B-PHYSICAL_QUALITY,442
15994,orange,B-FOOD,442
15995,juice,I-FOOD,442
15996,orange,B-FOOD,442
15997,slices,B-UNIT,442
15998,4,B-QUANTITY,442
15999,maraschino,B-FOOD,442
16000,cherries,I-FOOD,442
16001,1,B-QUANTITY,442
16002,oz,B-UNIT,442
16003,chopped,B-PROCESS,442
16004,fresh,B-PHYSICAL_QUALITY,442
16005,cilantro,B-FOOD,442
16006,stems,B-PART,442
16007,and,I-PART,442
16008,vegetables,B-FOOD,442
16009,drained,B-PROCESS,442
16010,2,B-QUANTITY,443
16011,zucchini,B-FOOD,443
16012,2,B-QUANTITY,443
16013,tablespoons,B-UNIT,443
16014,vegetable,B-FOOD,443
16015,oil,I-FOOD,443
16016,onion,B-FOOD,443
16017,peeled,B-PROCESS,443
16018,diced,B-PROCESS,443
16019,1/2,B-QUANTITY,443
16020,green,B-COLOR,443
16021,bell,B-FOOD,443
16022,pepper,I-FOOD,443
16023,grams,B-UNIT,443
16024,minced,B-PHYSICAL_QUALITY,443
16025,meat,B-FOOD,443
16026,chicken,B-FOOD,443
16027,pork),B-FOOD,443
16028,12,B-QUANTITY,443
16029,quail,B-FOOD,443
16030,Parmesan,B-FOOD,443
16031,cheese,I-FOOD,443
16032,4,B-QUANTITY,443
16033,orange,B-FOOD,443
16034,slices,B-UNIT,443
16035,4,B-QUANTITY,443
16036,maraschino,B-FOOD,443
16037,cherries,I-FOOD,443
16038,1,B-QUANTITY,443
16039,oz,B-UNIT,443
16040,chopped,B-PROCESS,443
16041,fresh,B-PHYSICAL_QUALITY,443
16042,cilantro,B-FOOD,443
16043,stems,B-PART,443
16044,and,I-PART,443
16045,vegetables,B-FOOD,443
16046,drained,B-PROCESS,443
16047,14,B-QUANTITY,444
16048,oz,B-UNIT,444
16049,coconut,B-FOOD,444
16050,room,B-PHYSICAL_QUALITY,444
16051,temperature,I-PHYSICAL_QUALITY,444
16052,cup,B-UNIT,444
16053,sugar,B-FOOD,444
16054,3,B-QUANTITY,444
16055,tablespoons,B-UNIT,444
16056,cacao,B-FOOD,444
16057,powder,I-FOOD,444
16058,tablespoons,B-UNIT,444
16059,almond,B-FOOD,444
16060,butter,I-FOOD,444
16061,oz,B-UNIT,444
16062,coconut,B-FOOD,444
16063,cream,I-FOOD,444
16064,1,B-QUANTITY,444
16065,tablespoon,B-UNIT,444
16066,refined,B-PHYSICAL_QUALITY,444
16067,coconut,B-FOOD,444
16068,oil,I-FOOD,444
16069,sliced,B-PROCESS,444
16070,almond,B-FOOD,444
16071,for,B-PURPOSE,444
16072,garnish,I-PURPOSE,444
16073,maraschino,B-FOOD,444
16074,cherries,I-FOOD,444
16075,1,B-QUANTITY,444
16076,oz,B-UNIT,444
16077,chopped,B-PROCESS,444
16078,fresh,B-PHYSICAL_QUALITY,444
16079,cilantro,B-FOOD,444
16080,stems,B-PART,444
16081,and,I-PART,444
16082,vegetables,B-FOOD,444
16083,drained,B-PROCESS,444
16084,1,B-QUANTITY,445
16085,box,B-UNIT,445
16086,mac,B-FOOD,445
16087,'n',I-FOOD,445
16088,cup,B-UNIT,445
16089,broccoli,B-FOOD,445
16090,cooked,B-PROCESS,445
16091,½,B-QUANTITY,445
16092,cup,B-UNIT,445
16093,grated,B-PROCESS,445
16094,cheddar,B-FOOD,445
16095,cheese,I-FOOD,445
16096,to,B-QUANTITY,445
16097,taste,I-QUANTITY,445
16098,oz,B-UNIT,445
16099,coconut,B-FOOD,445
16100,cream,I-FOOD,445
16101,1,B-QUANTITY,445
16102,tablespoon,B-UNIT,445
16103,refined,B-PHYSICAL_QUALITY,445
16104,coconut,B-FOOD,445
16105,oil,I-FOOD,445
16106,sliced,B-PROCESS,445
16107,almond,B-FOOD,445
16108,for,B-PURPOSE,445
16109,garnish,I-PURPOSE,445
16110,maraschino,B-FOOD,445
16111,cherries,I-FOOD,445
16112,1,B-QUANTITY,445
16113,oz,B-UNIT,445
16114,chopped,B-PROCESS,445
16115,fresh,B-PHYSICAL_QUALITY,445
16116,cilantro,B-FOOD,445
16117,stems,B-PART,445
16118,and,I-PART,445
16119,vegetables,B-FOOD,445
16120,drained,B-PROCESS,445
16121,1,B-QUANTITY,446
16122,sheet,B-UNIT,446
16123,puff,B-FOOD,446
16124,pastry,I-FOOD,446
16125,6,B-QUANTITY,446
16126,hot,B-FOOD,446
16127,dogs,I-FOOD,446
16128,slices,B-UNIT,446
16129,cheddar,B-FOOD,446
16130,cheese,I-FOOD,446
16131,cheddar,B-FOOD,446
16132,cheese,I-FOOD,446
16133,to,B-QUANTITY,446
16134,taste,I-QUANTITY,446
16135,oz,B-UNIT,446
16136,coconut,B-FOOD,446
16137,cream,I-FOOD,446
16138,1,B-QUANTITY,446
16139,tablespoon,B-UNIT,446
16140,refined,B-PHYSICAL_QUALITY,446
16141,coconut,B-FOOD,446
16142,oil,I-FOOD,446
16143,sliced,B-PROCESS,446
16144,almond,B-FOOD,446
16145,for,B-PURPOSE,446
16146,garnish,I-PURPOSE,446
16147,maraschino,B-FOOD,446
16148,cherries,I-FOOD,446
16149,1,B-QUANTITY,446
16150,oz,B-UNIT,446
16151,chopped,B-PROCESS,446
16152,fresh,B-PHYSICAL_QUALITY,446
16153,cilantro,B-FOOD,446
16154,stems,B-PART,446
16155,and,I-PART,446
16156,vegetables,B-FOOD,446
16157,drained,B-PROCESS,446
16158,4,B-QUANTITY,447
16159,lobsters,B-FOOD,447
16160,cooked,B-PROCESS,447
16161,2,B-QUANTITY,447
16162,stalks,B-UNIT,447
16163,celery,B-FOOD,447
16164,chopped,B-PROCESS,447
16165,in,I-PROCESS,447
16166,lettuce,B-FOOD,447
16167,leaves,B-UNIT,447
16168,1,B-QUANTITY,447
16169,tablespoon,B-UNIT,447
16170,mayonnaise,B-FOOD,447
16171,salt,B-FOOD,447
16172,to,B-QUANTITY,447
16173,taste,I-QUANTITY,447
16174,hot,B-FOOD,447
16175,dog,I-FOOD,447
16176,tablespoon,B-UNIT,447
16177,refined,B-PHYSICAL_QUALITY,447
16178,coconut,B-FOOD,447
16179,oil,I-FOOD,447
16180,sliced,B-PROCESS,447
16181,almond,B-FOOD,447
16182,for,B-PURPOSE,447
16183,garnish,I-PURPOSE,447
16184,maraschino,B-FOOD,447
16185,cherries,I-FOOD,447
16186,1,B-QUANTITY,447
16187,oz,B-UNIT,447
16188,chopped,B-PROCESS,447
16189,fresh,B-PHYSICAL_QUALITY,447
16190,cilantro,B-FOOD,447
16191,stems,B-PART,447
16192,and,I-PART,447
16193,vegetables,B-FOOD,447
16194,drained,B-PROCESS,447
16195,canola,B-FOOD,448
16196,for,B-PURPOSE,448
16197,frying,I-PURPOSE,448
16198,large,B-PHYSICAL_QUALITY,448
16199,idaho,B-FOOD,448
16200,kosher,B-FOOD,448
16201,to,B-QUANTITY,448
16202,freshly,B-PROCESS,448
16203,ground,I-PROCESS,448
16204,pepper,B-FOOD,448
16205,to,B-QUANTITY,448
16206,taste,I-QUANTITY,448
16207,mayonnaise,B-FOOD,448
16208,salt,B-FOOD,448
16209,to,B-QUANTITY,448
16210,taste,I-QUANTITY,448
16211,hot,B-FOOD,448
16212,dog,I-FOOD,448
16213,tablespoon,B-UNIT,448
16214,refined,B-PHYSICAL_QUALITY,448
16215,coconut,B-FOOD,448
16216,oil,I-FOOD,448
16217,sliced,B-PROCESS,448
16218,almond,B-FOOD,448
16219,for,B-PURPOSE,448
16220,garnish,I-PURPOSE,448
16221,maraschino,B-FOOD,448
16222,cherries,I-FOOD,448
16223,1,B-QUANTITY,448
16224,oz,B-UNIT,448
16225,chopped,B-PROCESS,448
16226,fresh,B-PHYSICAL_QUALITY,448
16227,cilantro,B-FOOD,448
16228,stems,B-PART,448
16229,and,I-PART,448
16230,vegetables,B-FOOD,448
16231,drained,B-PROCESS,448
16232,2,B-QUANTITY,449
16233,1⁄2,I-QUANTITY,449
16234,tamari,B-FOOD,449
16235,1,B-QUANTITY,449
16236,tablespoon,B-UNIT,449
16237,peanut,B-FOOD,449
16238,butter,I-FOOD,449
16239,teaspoon,B-UNIT,449
16240,chile,B-FOOD,449
16241,2,B-QUANTITY,449
16242,teaspoons,B-UNIT,449
16243,fresh,B-PHYSICAL_QUALITY,449
16244,ginger,B-FOOD,449
16245,minced,B-PROCESS,449
16246,1,B-QUANTITY,449
16247,tablespoon,B-UNIT,449
16248,warm,B-PHYSICAL_QUALITY,449
16249,water,B-FOOD,449
16250,fresh,B-PROCESS,449
16251,ground,I-PROCESS,449
16252,pepper,B-FOOD,449
16253,to,B-QUANTITY,449
16254,taste,I-QUANTITY,449
16255,almond,B-FOOD,449
16256,for,B-PURPOSE,449
16257,garnish,I-PURPOSE,449
16258,maraschino,B-FOOD,449
16259,cherries,I-FOOD,449
16260,1,B-QUANTITY,449
16261,oz,B-UNIT,449
16262,chopped,B-PROCESS,449
16263,fresh,B-PHYSICAL_QUALITY,449
16264,cilantro,B-FOOD,449
16265,stems,B-PART,449
16266,and,I-PART,449
16267,vegetables,B-FOOD,449
16268,drained,B-PROCESS,449
16269,3,B-QUANTITY,450
16270,1/2,I-QUANTITY,450
16271,london,B-FOOD,450
16272,broil,I-FOOD,450
16273,steak,B-FOOD,450
16274,rub,B-FOOD,450
16275,8,B-QUANTITY,450
16276,ounces,B-UNIT,450
16277,bbq,B-FOOD,450
16278,sauce,I-FOOD,450
16279,ounces,B-UNIT,450
16280,balsamic,B-FOOD,450
16281,vinegar,I-FOOD,450
16282,ounces,B-UNIT,450
16283,olive,B-FOOD,450
16284,oil,I-FOOD,450
16285,warm,B-PHYSICAL_QUALITY,450
16286,water,B-FOOD,450
16287,fresh,B-PROCESS,450
16288,ground,I-PROCESS,450
16289,pepper,B-FOOD,450
16290,to,B-QUANTITY,450
16291,taste,I-QUANTITY,450
16292,almond,B-FOOD,450
16293,for,B-PURPOSE,450
16294,garnish,I-PURPOSE,450
16295,maraschino,B-FOOD,450
16296,cherries,I-FOOD,450
16297,1,B-QUANTITY,450
16298,oz,B-UNIT,450
16299,chopped,B-PROCESS,450
16300,fresh,B-PHYSICAL_QUALITY,450
16301,cilantro,B-FOOD,450
16302,stems,B-PART,450
16303,and,I-PART,450
16304,vegetables,B-FOOD,450
16305,drained,B-PROCESS,450
16306,2,B-QUANTITY,451
16307,onions,B-FOOD,451
16308,20,B-QUANTITY,451
16309,slices,B-UNIT,451
16310,bacon,B-FOOD,451
16311,½,B-QUANTITY,451
16312,cup,B-UNIT,451
16313,BBQ,B-FOOD,451
16314,sauce,I-FOOD,451
16315,cup,B-UNIT,451
16316,honey,B-FOOD,451
16317,balsamic,B-FOOD,451
16318,vinegar,I-FOOD,451
16319,ounces,B-UNIT,451
16320,olive,B-FOOD,451
16321,oil,I-FOOD,451
16322,warm,B-PHYSICAL_QUALITY,451
16323,water,B-FOOD,451
16324,fresh,B-PROCESS,451
16325,ground,I-PROCESS,451
16326,pepper,B-FOOD,451
16327,to,B-QUANTITY,451
16328,taste,I-QUANTITY,451
16329,almond,B-FOOD,451
16330,for,B-PURPOSE,451
16331,garnish,I-PURPOSE,451
16332,maraschino,B-FOOD,451
16333,cherries,I-FOOD,451
16334,1,B-QUANTITY,451
16335,oz,B-UNIT,451
16336,chopped,B-PROCESS,451
16337,fresh,B-PHYSICAL_QUALITY,451
16338,cilantro,B-FOOD,451
16339,stems,B-PART,451
16340,and,I-PART,451
16341,vegetables,B-FOOD,451
16342,drained,B-PROCESS,451
16343,1,B-QUANTITY,452
16344,16,B-QUANTITY,452
16345,ounce,B-UNIT,452
16346,package,B-UNIT,452
16347,rotini,B-FOOD,452
16348,pasta,I-FOOD,452
16349,16,B-QUANTITY,452
16350,ounce,B-UNIT,452
16351,bottle,B-UNIT,452
16352,creamy,B-PHYSICAL_QUALITY,452
16353,Italian-style,B-FOOD,452
16354,salad,I-FOOD,452
16355,5,B-QUANTITY,452
16356,ounce,B-UNIT,452
16357,can,B-UNIT,452
16358,tuna,B-FOOD,452
16359,drained,B-PROCESS,452
16360,flaked,B-PROCESS,452
16361,fresh,B-PROCESS,452
16362,ground,I-PROCESS,452
16363,pepper,B-FOOD,452
16364,to,B-QUANTITY,452
16365,taste,I-QUANTITY,452
16366,almond,B-FOOD,452
16367,for,B-PURPOSE,452
16368,garnish,I-PURPOSE,452
16369,maraschino,B-FOOD,452
16370,cherries,I-FOOD,452
16371,1,B-QUANTITY,452
16372,oz,B-UNIT,452
16373,chopped,B-PROCESS,452
16374,fresh,B-PHYSICAL_QUALITY,452
16375,cilantro,B-FOOD,452
16376,stems,B-PART,452
16377,and,I-PART,452
16378,vegetables,B-FOOD,452
16379,drained,B-PROCESS,452
16380,1,B-QUANTITY,453
16381,14,B-QUANTITY,453
16382,1/2,I-QUANTITY,453
16383,can,B-UNIT,453
16384,tomatoes,B-FOOD,453
16385,and,I-FOOD,453
16386,14,B-QUANTITY,453
16387,1/2,I-QUANTITY,453
16388,can,B-UNIT,453
16389,whole,B-PHYSICAL_QUALITY,453
16390,canned,B-PHYSICAL_QUALITY,453
16391,tomatoes,B-FOOD,453
16392,plus,B-FOOD,453
16393,the,I-FOOD,453
16394,teaspoons,B-UNIT,453
16395,jalapenos,B-FOOD,453
16396,canned,B-PHYSICAL_QUALITY,453
16397,"diced,",B-PHYSICAL_QUALITY,453
16398,not,I-PHYSICAL_QUALITY,453
16399,cup,B-UNIT,453
16400,yellow,B-COLOR,453
16401,onion,B-FOOD,453
16402,diced,B-PROCESS,453
16403,1⁄2,B-QUANTITY,453
16404,-,I-QUANTITY,453
16405,garlic,B-FOOD,453
16406,salt,I-FOOD,453
16407,teaspoon,B-UNIT,453
16408,cumin,B-FOOD,453
16409,1⁄4,B-QUANTITY,453
16410,teaspoon,B-UNIT,453
16411,sugar,B-FOOD,453
16412,cilantro,B-FOOD,453
16413,stems,B-PART,453
16414,and,I-PART,453
16415,vegetables,B-FOOD,453
16416,drained,B-PROCESS,453
16417,1,B-QUANTITY,454
16418,1⁄2,I-QUANTITY,454
16419,self,B-FOOD,454
16420,raising,I-FOOD,454
16421,cup,B-UNIT,454
16422,custard,B-FOOD,454
16423,powder,I-FOOD,454
16424,cup,B-UNIT,454
16425,caster,B-FOOD,454
16426,sugar,I-FOOD,454
16427,g,B-UNIT,454
16428,butter,B-FOOD,454
16429,chopped,B-PROCESS,454
16430,room,B-PHYSICAL_QUALITY,454
16431,temperature,I-PHYSICAL_QUALITY,454
16432,cup,B-UNIT,454
16433,skim,B-FOOD,454
16434,milk,I-FOOD,454
16435,teaspoon,B-UNIT,454
16436,vanilla,B-FOOD,454
16437,essence,I-FOOD,454
16438,g,B-UNIT,454
16439,slivered,B-PROCESS,454
16440,almonds,B-FOOD,454
16441,teaspoon,B-UNIT,454
16442,garlic,B-FOOD,454
16443,salt,I-FOOD,454
16444,teaspoon,B-UNIT,454
16445,cumin,B-FOOD,454
16446,1⁄4,B-QUANTITY,454
16447,teaspoon,B-UNIT,454
16448,sugar,B-FOOD,454
16449,cilantro,B-FOOD,454
16450,stems,B-PART,454
16451,and,I-PART,454
16452,vegetables,B-FOOD,454
16453,drained,B-PROCESS,454
16454,2,B-QUANTITY,455
16455,dozen,B-UNIT,455
16456,eggs,B-FOOD,455
16457,1⁄3,B-QUANTITY,455
16458,cup,B-UNIT,455
16459,water,B-FOOD,455
16460,1⁄2,B-QUANTITY,455
16461,cup,B-UNIT,455
16462,mayonnaise,B-FOOD,455
16463,6,B-QUANTITY,455
16464,-8,I-QUANTITY,455
16465,basil,B-FOOD,455
16466,pesto,I-FOOD,455
16467,room,B-PHYSICAL_QUALITY,455
16468,temperature,I-PHYSICAL_QUALITY,455
16469,cup,B-UNIT,455
16470,skim,B-FOOD,455
16471,milk,I-FOOD,455
16472,teaspoon,B-UNIT,455
16473,vanilla,B-FOOD,455
16474,essence,I-FOOD,455
16475,g,B-UNIT,455
16476,slivered,B-PROCESS,455
16477,almonds,B-FOOD,455
16478,teaspoon,B-UNIT,455
16479,garlic,B-FOOD,455
16480,salt,I-FOOD,455
16481,teaspoon,B-UNIT,455
16482,cumin,B-FOOD,455
16483,1⁄4,B-QUANTITY,455
16484,teaspoon,B-UNIT,455
16485,sugar,B-FOOD,455
16486,cilantro,B-FOOD,455
16487,stems,B-PART,455
16488,and,I-PART,455
16489,vegetables,B-FOOD,455
16490,drained,B-PROCESS,455
16491,1,B-QUANTITY,456
16492,cup,B-UNIT,456
16493,dry,B-PHYSICAL_QUALITY,456
16494,oat,B-FOOD,456
16495,¼,B-QUANTITY,456
16496,cup,B-UNIT,456
16497,almond,B-FOOD,456
16498,butter,I-FOOD,456
16499,cup,B-UNIT,456
16500,honey,B-FOOD,456
16501,½,B-QUANTITY,456
16502,cup,B-UNIT,456
16503,almond,B-FOOD,456
16504,½,B-QUANTITY,456
16505,teaspoon,B-UNIT,456
16506,vanilla,B-FOOD,456
16507,skim,B-FOOD,456
16508,milk,I-FOOD,456
16509,teaspoon,B-UNIT,456
16510,vanilla,B-FOOD,456
16511,essence,I-FOOD,456
16512,g,B-UNIT,456
16513,slivered,B-PROCESS,456
16514,almonds,B-FOOD,456
16515,teaspoon,B-UNIT,456
16516,garlic,B-FOOD,456
16517,salt,I-FOOD,456
16518,teaspoon,B-UNIT,456
16519,cumin,B-FOOD,456
16520,1⁄4,B-QUANTITY,456
16521,teaspoon,B-UNIT,456
16522,sugar,B-FOOD,456
16523,cilantro,B-FOOD,456
16524,stems,B-PART,456
16525,and,I-PART,456
16526,vegetables,B-FOOD,456
16527,drained,B-PROCESS,456
16528,2,B-QUANTITY,457
16529,pounds,B-UNIT,457
16530,skinless,B-PHYSICAL_QUALITY,457
16531,chicken,B-FOOD,457
16532,breasts,B-PART,457
16533,boneless,B-PHYSICAL_QUALITY,457
16534,diced,B-PROCESS,457
16535,in,I-PROCESS,457
16536,ounces,B-UNIT,457
16537,condensed,B-PHYSICAL_QUALITY,457
16538,cream,B-FOOD,457
16539,of,I-FOOD,457
16540,cup,B-UNIT,457
16541,milk,B-FOOD,457
16542,6,B-QUANTITY,457
16543,ounces,B-UNIT,457
16544,Stove,B-FOOD,457
16545,1,B-QUANTITY,457
16546,1/2,I-QUANTITY,457
16547,chicken,B-FOOD,457
16548,broth,I-FOOD,457
16549,g,B-UNIT,457
16550,slivered,B-PROCESS,457
16551,almonds,B-FOOD,457
16552,teaspoon,B-UNIT,457
16553,garlic,B-FOOD,457
16554,salt,I-FOOD,457
16555,teaspoon,B-UNIT,457
16556,cumin,B-FOOD,457
16557,1⁄4,B-QUANTITY,457
16558,teaspoon,B-UNIT,457
16559,sugar,B-FOOD,457
16560,cilantro,B-FOOD,457
16561,stems,B-PART,457
16562,and,I-PART,457
16563,vegetables,B-FOOD,457
16564,drained,B-PROCESS,457
16565,4,B-QUANTITY,458
16566,ounces,B-UNIT,458
16567,cream,B-FOOD,458
16568,of,I-FOOD,458
16569,ounces,B-UNIT,458
16570,pineapple,B-FOOD,458
16571,juice,I-FOOD,458
16572,1⁄3,B-QUANTITY,458
16573,cup,B-UNIT,458
16574,canned,B-PHYSICAL_QUALITY,458
16575,pineapple,B-FOOD,458
16576,chilled,B-PHYSICAL_QUALITY,458
16577,cup,B-UNIT,458
16578,milk,B-FOOD,458
16579,6,B-QUANTITY,458
16580,ounces,B-UNIT,458
16581,Stove,B-FOOD,458
16582,1,B-QUANTITY,458
16583,1/2,I-QUANTITY,458
16584,chicken,B-FOOD,458
16585,broth,I-FOOD,458
16586,g,B-UNIT,458
16587,slivered,B-PROCESS,458
16588,almonds,B-FOOD,458
16589,teaspoon,B-UNIT,458
16590,garlic,B-FOOD,458
16591,salt,I-FOOD,458
16592,teaspoon,B-UNIT,458
16593,cumin,B-FOOD,458
16594,1⁄4,B-QUANTITY,458
16595,teaspoon,B-UNIT,458
16596,sugar,B-FOOD,458
16597,cilantro,B-FOOD,458
16598,stems,B-PART,458
16599,and,I-PART,458
16600,vegetables,B-FOOD,458
16601,drained,B-PROCESS,458
16602,2,B-QUANTITY,459
16603,10,B-QUANTITY,459
16604,ounce,B-UNIT,459
16605,jars,B-UNIT,459
16606,maraschino,B-FOOD,459
16607,liquid,B-PROCESS,459
16608,drained,I-PROCESS,459
16609,cup,B-UNIT,459
16610,maraschino,B-FOOD,459
16611,1,B-QUANTITY,459
16612,1⁄2,I-QUANTITY,459
16613,vanilla,B-FOOD,459
16614,whipped,B-FOOD,459
16615,topping,I-FOOD,459
16616,whole,B-PHYSICAL_QUALITY,459
16617,maraschino,B-FOOD,459
16618,to,B-PURPOSE,459
16619,1,B-QUANTITY,459
16620,1/2,I-QUANTITY,459
16621,chicken,B-FOOD,459
16622,broth,I-FOOD,459
16623,g,B-UNIT,459
16624,slivered,B-PROCESS,459
16625,almonds,B-FOOD,459
16626,teaspoon,B-UNIT,459
16627,garlic,B-FOOD,459
16628,salt,I-FOOD,459
16629,teaspoon,B-UNIT,459
16630,cumin,B-FOOD,459
16631,1⁄4,B-QUANTITY,459
16632,teaspoon,B-UNIT,459
16633,sugar,B-FOOD,459
16634,cilantro,B-FOOD,459
16635,stems,B-PART,459
16636,and,I-PART,459
16637,vegetables,B-FOOD,459
16638,drained,B-PROCESS,459
16639,1,B-QUANTITY,460
16640,frozen,B-PHYSICAL_QUALITY,460
16641,banana,B-FOOD,460
16642,cut,B-PROCESS,460
16643,in,I-PROCESS,460
16644,tablespoons,B-UNIT,460
16645,plain,B-FOOD,460
16646,plain,B-FOOD,460
16647,vanilla,B-FOOD,460
16648,yogurt,I-FOOD,460
16649,tablespoon,B-UNIT,460
16650,honey,B-FOOD,460
16651,sugar,B-FOOD,460
16652,1⁄2,B-QUANTITY,460
16653,teaspoon,B-UNIT,460
16654,vanilla,B-FOOD,460
16655,to,B-PURPOSE,460
16656,1,B-QUANTITY,460
16657,1/2,I-QUANTITY,460
16658,chicken,B-FOOD,460
16659,broth,I-FOOD,460
16660,g,B-UNIT,460
16661,slivered,B-PROCESS,460
16662,almonds,B-FOOD,460
16663,teaspoon,B-UNIT,460
16664,garlic,B-FOOD,460
16665,salt,I-FOOD,460
16666,teaspoon,B-UNIT,460
16667,cumin,B-FOOD,460
16668,1⁄4,B-QUANTITY,460
16669,teaspoon,B-UNIT,460
16670,sugar,B-FOOD,460
16671,cilantro,B-FOOD,460
16672,stems,B-PART,460
16673,and,I-PART,460
16674,vegetables,B-FOOD,460
16675,drained,B-PROCESS,460
16676,1,B-QUANTITY,461
16677,egg,B-FOOD,461
16678,lightly,B-PROCESS,461
16679,beaten,I-PROCESS,461
16680,cup,B-UNIT,461
16681,milk,B-FOOD,461
16682,1⁄2,B-QUANTITY,461
16683,cup,B-UNIT,461
16684,canola,B-FOOD,461
16685,oil,I-FOOD,461
16686,cup,B-UNIT,461
16687,self-rising,B-FOOD,461
16688,flour,I-FOOD,461
16689,large,B-PHYSICAL_QUALITY,461
16690,cube,B-PHYSICAL_QUALITY,461
16691,steaks,B-FOOD,461
16692,cut,B-PROCESS,461
16693,in,I-PROCESS,461
16694,teaspoon,B-UNIT,461
16695,seasoning,B-FOOD,461
16696,salt,I-FOOD,461
16697,or,B-QUANTITY,461
16698,more,I-QUANTITY,461
16699,teaspoon,B-UNIT,461
16700,ground,B-PROCESS,461
16701,black,B-COLOR,461
16702,pepper,B-FOOD,461
16703,divided,B-PROCESS,461
16704,or,B-QUANTITY,461
16705,more,I-QUANTITY,461
16706,teaspoon,B-UNIT,461
16707,sugar,B-FOOD,461
16708,cilantro,B-FOOD,461
16709,stems,B-PART,461
16710,and,I-PART,461
16711,vegetables,B-FOOD,461
16712,drained,B-PROCESS,461
16713,13,B-QUANTITY,462
16714,oz,B-UNIT,462
16715,chocolate,B-FOOD,462
16716,hazelnut,I-FOOD,462
16717,eggs,B-FOOD,462
16718,½,B-QUANTITY,462
16719,cup,B-UNIT,462
16720,flour,B-FOOD,462
16721,canola,B-FOOD,462
16722,oil,I-FOOD,462
16723,cup,B-UNIT,462
16724,self-rising,B-FOOD,462
16725,flour,I-FOOD,462
16726,large,B-PHYSICAL_QUALITY,462
16727,cube,B-PHYSICAL_QUALITY,462
16728,steaks,B-FOOD,462
16729,cut,B-PROCESS,462
16730,in,I-PROCESS,462
16731,teaspoon,B-UNIT,462
16732,seasoning,B-FOOD,462
16733,salt,I-FOOD,462
16734,or,B-QUANTITY,462
16735,more,I-QUANTITY,462
16736,teaspoon,B-UNIT,462
16737,ground,B-PROCESS,462
16738,black,B-COLOR,462
16739,pepper,B-FOOD,462
16740,divided,B-PROCESS,462
16741,or,B-QUANTITY,462
16742,more,I-QUANTITY,462
16743,teaspoon,B-UNIT,462
16744,sugar,B-FOOD,462
16745,cilantro,B-FOOD,462
16746,stems,B-PART,462
16747,and,I-PART,462
16748,vegetables,B-FOOD,462
16749,drained,B-PROCESS,462
16750,3,B-QUANTITY,463
16751,tablespoons,B-UNIT,463
16752,butter,B-FOOD,463
